네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
여가/생활편의
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 20대

"날짜","여가/생활편의"
"2021-12-22",84
"2021-12-23",86
"2021-12-24",81
"2021-12-25",77
"2021-12-26",83
"2021-12-27",88
"2021-12-28",86
"2021-12-29",84
"2021-12-30",85
"2021-12-31",77
"2022-01-01",76
"2022-01-02",81
"2022-01-03",82
"2022-01-04",77
"2022-01-05",81
"2022-01-06",73
"2022-01-07",70
"2022-01-08",70
"2022-01-09",79
"2022-01-10",79
"2022-01-11",76
"2022-01-12",75
"2022-01-13",73
"2022-01-14",71
"2022-01-15",72
"2022-01-16",77
"2022-01-17",80
"2022-01-18",74
"2022-01-19",72
"2022-01-20",71
"2022-01-21",69
"2022-01-22",71
"2022-01-23",77
"2022-01-24",77
"2022-01-25",74
"2022-01-26",71
"2022-01-27",67
"2022-01-28",62
"2022-01-29",63
"2022-01-30",65
"2022-01-31",63
"2022-02-01",70
"2022-02-02",76
"2022-02-03",82
"2022-02-04",73
"2022-02-05",69
"2022-02-06",74
"2022-02-07",69
"2022-02-08",68
"2022-02-09",64
"2022-02-10",63
"2022-02-11",62
"2022-02-12",63
"2022-02-13",66
"2022-02-14",69
"2022-02-15",65
"2022-02-16",61
"2022-02-17",60
"2022-02-18",58
"2022-02-19",59
"2022-02-20",63
"2022-02-21",63
"2022-02-22",59
"2022-02-23",57
"2022-02-24",54
"2022-02-25",54
"2022-02-26",55
"2022-02-27",57
"2022-02-28",56
"2022-03-01",60
"2022-03-02",52
"2022-03-03",50
"2022-03-04",48
"2022-03-05",48
"2022-03-06",50
"2022-03-07",49
"2022-03-08",47
"2022-03-09",47
"2022-03-10",46
"2022-03-11",47
"2022-03-12",49
"2022-03-13",52
"2022-03-14",51
"2022-03-15",49
"2022-03-16",49
"2022-03-17",48
"2022-03-18",48
"2022-03-19",50
"2022-03-20",53
"2022-03-21",53
"2022-03-22",52
"2022-03-23",50
"2022-03-24",50
"2022-03-25",50
"2022-03-26",52
"2022-03-27",53
"2022-03-28",55
"2022-03-29",52
"2022-03-30",55
"2022-03-31",58
"2022-04-01",61
"2022-04-02",57
"2022-04-03",58
"2022-04-04",59
"2022-04-05",56
"2022-04-06",55
"2022-04-07",55
"2022-04-08",49
"2022-04-09",49
"2022-04-10",52
"2022-04-11",56
"2022-04-12",56
"2022-04-13",58
"2022-04-14",56
"2022-04-15",61
"2022-04-16",56
"2022-04-17",60
"2022-04-18",63
"2022-04-19",60
"2022-04-20",58
"2022-04-21",57
"2022-04-22",57
"2022-04-23",57
"2022-04-24",63
"2022-04-25",70
"2022-04-26",71
"2022-04-27",68
"2022-04-28",68
"2022-04-29",64
"2022-04-30",66
"2022-05-01",80
"2022-05-02",82
"2022-05-03",83
"2022-05-04",79
"2022-05-05",79
"2022-05-06",77
"2022-05-07",70
"2022-05-08",75
"2022-05-09",71
"2022-05-10",75
"2022-05-11",73
"2022-05-12",69
"2022-05-13",67
"2022-05-14",69
"2022-05-15",73
"2022-05-16",75
"2022-05-17",72
"2022-05-18",71
"2022-05-19",71
"2022-05-20",70
"2022-05-21",71
"2022-05-22",79
"2022-05-23",78
"2022-05-24",75
"2022-05-25",70
"2022-05-26",69
"2022-05-27",69
"2022-05-28",72
"2022-05-29",78
"2022-05-30",80
"2022-05-31",76
"2022-06-01",83
"2022-06-02",85
"2022-06-03",84
"2022-06-04",87
"2022-06-05",81
"2022-06-06",77
"2022-06-07",78
"2022-06-08",73
"2022-06-09",68
"2022-06-10",66
"2022-06-11",67
"2022-06-12",73
"2022-06-13",76
"2022-06-14",73
"2022-06-15",71
"2022-06-16",72
"2022-06-17",74
"2022-06-18",70
"2022-06-19",79
"2022-06-20",85
"2022-06-21",82
"2022-06-22",80
"2022-06-23",75
"2022-06-24",73
"2022-06-25",75
"2022-06-26",85
"2022-06-27",91
"2022-06-28",88
"2022-06-29",82
"2022-06-30",83
"2022-07-01",87
"2022-07-02",83
"2022-07-03",96
"2022-07-04",100
"2022-07-05",96
"2022-07-06",91
"2022-07-07",85
"2022-07-08",80
"2022-07-09",79
