네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 50대

"날짜","도서"
"2022-01-22",53
"2022-01-23",58
"2022-01-24",64
"2022-01-25",61
"2022-01-26",61
"2022-01-27",55
"2022-01-28",48
"2022-01-29",44
"2022-01-30",39
"2022-01-31",33
"2022-02-01",34
"2022-02-02",55
"2022-02-03",64
"2022-02-04",63
"2022-02-05",60
"2022-02-06",60
"2022-02-07",67
"2022-02-08",66
"2022-02-09",64
"2022-02-10",63
"2022-02-11",59
"2022-02-12",57
"2022-02-13",56
"2022-02-14",64
"2022-02-15",61
"2022-02-16",63
"2022-02-17",60
"2022-02-18",56
"2022-02-19",57
"2022-02-20",60
"2022-02-21",66
"2022-02-22",68
"2022-02-23",68
"2022-02-24",66
"2022-02-25",62
"2022-02-26",55
"2022-02-27",57
"2022-02-28",67
"2022-03-01",72
"2022-03-02",89
"2022-03-03",100
"2022-03-04",86
"2022-03-05",76
"2022-03-06",77
"2022-03-07",87
"2022-03-08",80
"2022-03-09",68
"2022-03-10",69
"2022-03-11",66
"2022-03-12",59
"2022-03-13",63
"2022-03-14",72
"2022-03-15",67
"2022-03-16",66
"2022-03-17",63
"2022-03-18",58
"2022-03-19",57
"2022-03-20",61
"2022-03-21",61
"2022-03-22",65
"2022-03-23",65
"2022-03-24",61
"2022-03-25",58
"2022-03-26",54
"2022-03-27",54
"2022-03-28",63
"2022-03-29",60
"2022-03-30",64
"2022-03-31",58
"2022-04-01",51
"2022-04-02",48
"2022-04-03",51
"2022-04-04",56
"2022-04-05",58
"2022-04-06",58
"2022-04-07",55
"2022-04-08",48
"2022-04-09",44
"2022-04-10",45
"2022-04-11",51
"2022-04-12",52
"2022-04-13",54
"2022-04-14",56
"2022-04-15",45
"2022-04-16",41
"2022-04-17",41
"2022-04-18",48
"2022-04-19",51
"2022-04-20",49
"2022-04-21",49
"2022-04-22",45
"2022-04-23",39
"2022-04-24",42
"2022-04-25",49
"2022-04-26",48
"2022-04-27",49
"2022-04-28",47
"2022-04-29",47
"2022-04-30",49
"2022-05-01",50
"2022-05-02",55
"2022-05-03",53
"2022-05-04",45
"2022-05-05",40
"2022-05-06",39
"2022-05-07",33
"2022-05-08",39
"2022-05-09",47
"2022-05-10",47
"2022-05-11",48
"2022-05-12",45
"2022-05-13",38
"2022-05-14",35
"2022-05-15",37
"2022-05-16",43
"2022-05-17",45
"2022-05-18",43
"2022-05-19",42
"2022-05-20",36
"2022-05-21",33
"2022-05-22",35
"2022-05-23",41
"2022-05-24",43
"2022-05-25",42
"2022-05-26",42
"2022-05-27",39
"2022-05-28",34
"2022-05-29",36
"2022-05-30",45
"2022-05-31",38
"2022-06-01",39
"2022-06-02",41
"2022-06-03",40
"2022-06-04",37
"2022-06-05",37
"2022-06-06",38
"2022-06-07",45
"2022-06-08",42
"2022-06-09",41
"2022-06-10",37
"2022-06-11",32
"2022-06-12",37
"2022-06-13",43
"2022-06-14",42
"2022-06-15",44
"2022-06-16",41
"2022-06-17",36
"2022-06-18",34
"2022-06-19",37
"2022-06-20",42
"2022-06-21",41
"2022-06-22",41
"2022-06-23",38
"2022-06-24",36
"2022-06-25",31
"2022-06-26",34
"2022-06-27",41
"2022-06-28",39
"2022-06-29",41
"2022-06-30",41
"2022-07-01",38
"2022-07-02",36
"2022-07-03",38
"2022-07-04",45
"2022-07-05",47
"2022-07-06",48
"2022-07-07",45
"2022-07-08",22
"2022-07-09",4
