네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
여가/생활편의
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 20대

"날짜","여가/생활편의"
"2021-10-29",58
"2021-10-30",62
"2021-10-31",68
"2021-11-01",77
"2021-11-02",64
"2021-11-03",68
"2021-11-04",62
"2021-11-05",59
"2021-11-06",62
"2021-11-07",64
"2021-11-08",66
"2021-11-09",64
"2021-11-10",62
"2021-11-11",64
"2021-11-12",58
"2021-11-13",59
"2021-11-14",64
"2021-11-15",66
"2021-11-16",61
"2021-11-17",59
"2021-11-18",59
"2021-11-19",62
"2021-11-20",63
"2021-11-21",68
"2021-11-22",70
"2021-11-23",67
"2021-11-24",64
"2021-11-25",65
"2021-11-26",65
"2021-11-27",67
"2021-11-28",73
"2021-11-29",75
"2021-11-30",76
"2021-12-01",83
"2021-12-02",75
"2021-12-03",72
"2021-12-04",75
"2021-12-05",82
"2021-12-06",86
"2021-12-07",82
"2021-12-08",77
"2021-12-09",75
"2021-12-10",74
"2021-12-11",78
"2021-12-12",83
"2021-12-13",88
"2021-12-14",85
"2021-12-15",85
"2021-12-16",88
"2021-12-17",80
"2021-12-18",88
"2021-12-19",96
"2021-12-20",99
"2021-12-21",95
"2021-12-22",99
"2021-12-23",98
"2021-12-24",100
"2021-12-25",96
"2021-12-26",91
"2021-12-27",95
"2021-12-28",93
"2021-12-29",94
"2021-12-30",93
"2021-12-31",92
"2022-01-01",95
"2022-01-02",87
"2022-01-03",88
"2022-01-04",87
"2022-01-05",84
"2022-01-06",79
"2022-01-07",75
"2022-01-08",79
"2022-01-09",85
"2022-01-10",84
"2022-01-11",80
"2022-01-12",79
"2022-01-13",81
"2022-01-14",80
"2022-01-15",83
"2022-01-16",81
"2022-01-17",86
"2022-01-18",78
"2022-01-19",77
"2022-01-20",76
"2022-01-21",76
"2022-01-22",78
"2022-01-23",83
"2022-01-24",80
"2022-01-25",79
"2022-01-26",76
"2022-01-27",75
"2022-01-28",73
"2022-01-29",72
"2022-01-30",71
"2022-01-31",68
"2022-02-01",83
"2022-02-02",86
"2022-02-03",88
"2022-02-04",79
"2022-02-05",76
"2022-02-06",74
"2022-02-07",75
"2022-02-08",70
"2022-02-09",68
"2022-02-10",71
"2022-02-11",69
"2022-02-12",69
"2022-02-13",69
"2022-02-14",71
"2022-02-15",69
"2022-02-16",65
"2022-02-17",63
"2022-02-18",65
"2022-02-19",66
"2022-02-20",62
"2022-02-21",66
"2022-02-22",62
"2022-02-23",58
"2022-02-24",59
"2022-02-25",59
"2022-02-26",61
"2022-02-27",60
"2022-02-28",59
"2022-03-01",66
"2022-03-02",54
"2022-03-03",51
"2022-03-04",50
"2022-03-05",51
"2022-03-06",51
"2022-03-07",50
"2022-03-08",48
"2022-03-09",49
"2022-03-10",49
"2022-03-11",51
"2022-03-12",54
"2022-03-13",53
"2022-03-14",54
"2022-03-15",48
"2022-03-16",48
"2022-03-17",51
"2022-03-18",50
"2022-03-19",54
"2022-03-20",52
"2022-03-21",50
"2022-03-22",51
"2022-03-23",49
"2022-03-24",48
"2022-03-25",49
"2022-03-26",52
"2022-03-27",52
"2022-03-28",51
"2022-03-29",48
"2022-03-30",51
"2022-03-31",53
"2022-04-01",63
"2022-04-02",58
"2022-04-03",55
"2022-04-04",55
"2022-04-05",52
"2022-04-06",52
"2022-04-07",51
"2022-04-08",48
"2022-04-09",51
"2022-04-10",51
"2022-04-11",53
"2022-04-12",51
"2022-04-13",55
"2022-04-14",56
"2022-04-15",58
"2022-04-16",56
"2022-04-17",56
"2022-04-18",56
"2022-04-19",52
"2022-04-20",52
"2022-04-21",52
"2022-04-22",51
"2022-04-23",54
"2022-04-24",55
"2022-04-25",59
"2022-04-26",61
"2022-04-27",59
"2022-04-28",59
"2022-04-29",56
"2022-04-30",63
"2022-05-01",73
"2022-05-02",70
"2022-05-03",72
"2022-05-04",77
"2022-05-05",78
"2022-05-06",71
"2022-05-07",67
"2022-05-08",70
"2022-05-09",62
"2022-05-10",65
"2022-05-11",62
"2022-05-12",63
"2022-05-13",62
"2022-05-14",66
"2022-05-15",67
"2022-05-16",67
"2022-05-17",66
"2022-05-18",65
"2022-05-19",67
"2022-05-20",68
"2022-05-21",74
"2022-05-22",74
"2022-05-23",68
"2022-05-24",68
"2022-05-25",62
"2022-05-26",64
"2022-05-27",66
"2022-05-28",72
"2022-05-29",71
"2022-05-30",71
"2022-05-31",71
"2022-06-01",85
"2022-06-02",74
"2022-06-03",76
"2022-06-04",87
"2022-06-05",75
"2022-06-06",70
"2022-06-07",69
"2022-06-08",68
"2022-06-09",62
"2022-06-10",63
"2022-06-11",66
"2022-06-12",68
"2022-06-13",69
"2022-06-14",66
"2022-06-15",67
"2022-06-16",66
"2022-06-17",66
"2022-06-18",71
"2022-06-19",73
"2022-06-20",77
"2022-06-21",75
"2022-06-22",75
"2022-06-23",69
"2022-06-24",69
"2022-06-25",75
"2022-06-26",80
"2022-06-27",81
"2022-06-28",79
"2022-06-29",75
"2022-06-30",76
"2022-07-01",85
"2022-07-02",82
"2022-07-03",89
"2022-07-04",93
"2022-07-05",88
"2022-07-06",88
"2022-07-07",81
"2022-07-08",76
"2022-07-09",82
