네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
여가/생활편의
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 50대

"날짜","여가/생활편의"
"2022-01-17",70
"2022-01-18",69
"2022-01-19",67
"2022-01-20",65
"2022-01-21",64
"2022-01-22",69
"2022-01-23",73
"2022-01-24",68
"2022-01-25",63
"2022-01-26",60
"2022-01-27",55
"2022-01-28",58
"2022-01-29",63
"2022-01-30",64
"2022-01-31",57
"2022-02-01",53
"2022-02-02",69
"2022-02-03",66
"2022-02-04",63
"2022-02-05",62
"2022-02-06",60
"2022-02-07",57
"2022-02-08",58
"2022-02-09",54
"2022-02-10",56
"2022-02-11",54
"2022-02-12",59
"2022-02-13",62
"2022-02-14",61
"2022-02-15",58
"2022-02-16",58
"2022-02-17",57
"2022-02-18",58
"2022-02-19",61
"2022-02-20",63
"2022-02-21",60
"2022-02-22",60
"2022-02-23",59
"2022-02-24",56
"2022-02-25",58
"2022-02-26",60
"2022-02-27",57
"2022-02-28",52
"2022-03-01",55
"2022-03-02",49
"2022-03-03",47
"2022-03-04",47
"2022-03-05",51
"2022-03-06",50
"2022-03-07",46
"2022-03-08",46
"2022-03-09",42
"2022-03-10",47
"2022-03-11",52
"2022-03-12",57
"2022-03-13",61
"2022-03-14",59
"2022-03-15",53
"2022-03-16",52
"2022-03-17",54
"2022-03-18",56
"2022-03-19",60
"2022-03-20",59
"2022-03-21",57
"2022-03-22",57
"2022-03-23",55
"2022-03-24",53
"2022-03-25",54
"2022-03-26",60
"2022-03-27",57
"2022-03-28",61
"2022-03-29",57
"2022-03-30",57
"2022-03-31",58
"2022-04-01",61
"2022-04-02",60
"2022-04-03",61
"2022-04-04",66
"2022-04-05",62
"2022-04-06",62
"2022-04-07",61
"2022-04-08",60
"2022-04-09",57
"2022-04-10",58
"2022-04-11",64
"2022-04-12",63
"2022-04-13",64
"2022-04-14",62
"2022-04-15",64
"2022-04-16",64
"2022-04-17",67
"2022-04-18",72
"2022-04-19",70
"2022-04-20",66
"2022-04-21",67
"2022-04-22",63
"2022-04-23",66
"2022-04-24",71
"2022-04-25",75
"2022-04-26",74
"2022-04-27",71
"2022-04-28",71
"2022-04-29",67
"2022-04-30",70
"2022-05-01",72
"2022-05-02",81
"2022-05-03",77
"2022-05-04",80
"2022-05-05",82
"2022-05-06",78
"2022-05-07",68
"2022-05-08",69
"2022-05-09",72
"2022-05-10",66
"2022-05-11",69
"2022-05-12",64
"2022-05-13",62
"2022-05-14",66
"2022-05-15",67
"2022-05-16",74
"2022-05-17",74
"2022-05-18",71
"2022-05-19",68
"2022-05-20",67
"2022-05-21",69
"2022-05-22",73
"2022-05-23",76
"2022-05-24",74
"2022-05-25",70
"2022-05-26",70
"2022-05-27",70
"2022-05-28",68
"2022-05-29",75
"2022-05-30",80
"2022-05-31",80
"2022-06-01",82
"2022-06-02",85
"2022-06-03",92
"2022-06-04",100
"2022-06-05",86
"2022-06-06",80
"2022-06-07",77
"2022-06-08",72
"2022-06-09",71
"2022-06-10",68
"2022-06-11",69
"2022-06-12",74
"2022-06-13",76
"2022-06-14",72
"2022-06-15",67
"2022-06-16",69
"2022-06-17",67
"2022-06-18",66
"2022-06-19",71
"2022-06-20",78
"2022-06-21",75
"2022-06-22",69
"2022-06-23",65
"2022-06-24",64
"2022-06-25",66
"2022-06-26",70
"2022-06-27",77
"2022-06-28",71
"2022-06-29",71
"2022-06-30",68
"2022-07-01",74
"2022-07-02",76
"2022-07-03",81
"2022-07-04",89
"2022-07-05",82
"2022-07-06",81
"2022-07-07",78
"2022-07-08",73
"2022-07-09",74
