네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
여가/생활편의
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 40대

"날짜","여가/생활편의"
"2022-04-21",67
"2022-04-22",68
"2022-04-23",69
"2022-04-24",75
"2022-04-25",77
"2022-04-26",79
"2022-04-27",76
"2022-04-28",75
"2022-04-29",74
"2022-04-30",78
"2022-05-01",85
"2022-05-02",89
"2022-05-03",89
"2022-05-04",90
"2022-05-05",93
"2022-05-06",83
"2022-05-07",72
"2022-05-08",72
"2022-05-09",71
"2022-05-10",68
"2022-05-11",69
"2022-05-12",67
"2022-05-13",66
"2022-05-14",70
"2022-05-15",72
"2022-05-16",72
"2022-05-17",71
"2022-05-18",68
"2022-05-19",67
"2022-05-20",66
"2022-05-21",71
"2022-05-22",73
"2022-05-23",76
"2022-05-24",74
"2022-05-25",69
"2022-05-26",68
"2022-05-27",67
"2022-05-28",71
"2022-05-29",76
"2022-05-30",79
"2022-05-31",81
"2022-06-01",91
"2022-06-02",90
"2022-06-03",94
"2022-06-04",100
"2022-06-05",88
"2022-06-06",79
"2022-06-07",78
"2022-06-08",73
"2022-06-09",71
"2022-06-10",66
"2022-06-11",68
"2022-06-12",73
"2022-06-13",72
"2022-06-14",69
"2022-06-15",66
"2022-06-16",64
"2022-06-17",63
"2022-06-18",65
"2022-06-19",71
"2022-06-20",75
"2022-06-21",72
"2022-06-22",66
"2022-06-23",64
"2022-06-24",62
"2022-06-25",68
"2022-06-26",72
"2022-06-27",72
"2022-06-28",69
"2022-06-29",68
"2022-06-30",68
"2022-07-01",77
"2022-07-02",78
"2022-07-03",85
"2022-07-04",85
"2022-07-05",81
"2022-07-06",78
"2022-07-07",75
"2022-07-08",73
"2022-07-09",74
