네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 경제/경영
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 20대

"날짜","경제/경영"
"2021-12-21",19
"2021-12-22",17
"2021-12-23",21
"2021-12-24",14
"2021-12-25",8
"2021-12-26",12
"2021-12-27",21
"2021-12-28",18
"2021-12-29",14
"2021-12-30",16
"2021-12-31",13
"2022-01-01",9
"2022-01-02",15
"2022-01-03",17
"2022-01-04",19
"2022-01-05",17
"2022-01-06",14
"2022-01-07",13
"2022-01-08",8
"2022-01-09",13
"2022-01-10",15
"2022-01-11",15
"2022-01-12",13
"2022-01-13",11
"2022-01-14",12
"2022-01-15",9
"2022-01-16",12
"2022-01-17",16
"2022-01-18",13
"2022-01-19",15
"2022-01-20",11
"2022-01-21",11
"2022-01-22",9
"2022-01-23",10
"2022-01-24",13
"2022-01-25",12
"2022-01-26",15
"2022-01-27",12
"2022-01-28",9
"2022-01-29",9
"2022-01-30",9
"2022-01-31",7
"2022-02-01",8
"2022-02-02",12
"2022-02-03",13
"2022-02-04",14
"2022-02-05",12
"2022-02-06",10
"2022-02-07",14
"2022-02-08",11
"2022-02-09",16
"2022-02-10",13
"2022-02-11",12
"2022-02-12",25
"2022-02-13",11
"2022-02-14",12
"2022-02-15",12
"2022-02-16",17
"2022-02-17",12
"2022-02-18",9
"2022-02-19",20
"2022-02-20",15
"2022-02-21",21
"2022-02-22",14
"2022-02-23",15
"2022-02-24",16
"2022-02-25",14
"2022-02-26",11
"2022-02-27",14
"2022-02-28",22
"2022-03-01",25
"2022-03-02",72
"2022-03-03",100
"2022-03-04",73
"2022-03-05",52
"2022-03-06",49
"2022-03-07",89
"2022-03-08",86
"2022-03-09",45
"2022-03-10",56
"2022-03-11",39
"2022-03-12",24
"2022-03-13",27
"2022-03-14",37
"2022-03-15",34
"2022-03-16",31
"2022-03-17",22
"2022-03-18",20
"2022-03-19",15
"2022-03-20",16
"2022-03-21",17
"2022-03-22",19
"2022-03-23",21
"2022-03-24",20
"2022-03-25",19
"2022-03-26",10
"2022-03-27",12
"2022-03-28",19
"2022-03-29",18
"2022-03-30",16
"2022-03-31",14
"2022-04-01",12
"2022-04-02",10
"2022-04-03",13
"2022-04-04",17
"2022-04-05",18
"2022-04-06",17
"2022-04-07",15
"2022-04-08",13
"2022-04-09",9
"2022-04-10",13
"2022-04-11",18
"2022-04-12",12
"2022-04-13",18
"2022-04-14",13
"2022-04-15",14
"2022-04-16",9
"2022-04-17",10
"2022-04-18",15
"2022-04-19",13
"2022-04-20",13
"2022-04-21",12
"2022-04-22",7
"2022-04-23",8
"2022-04-24",9
"2022-04-25",12
"2022-04-26",10
"2022-04-27",8
"2022-04-28",8
"2022-04-29",6
"2022-04-30",6
"2022-05-01",5
"2022-05-02",10
"2022-05-03",9
"2022-05-04",7
"2022-05-05",5
"2022-05-06",7
"2022-05-07",6
"2022-05-08",5
"2022-05-09",5
"2022-05-10",7
"2022-05-11",9
"2022-05-12",7
"2022-05-13",4
"2022-05-14",6
"2022-05-15",4
"2022-05-16",8
"2022-05-17",8
"2022-05-18",10
"2022-05-19",6
"2022-05-20",7
"2022-05-21",4
"2022-05-22",4
"2022-05-23",7
"2022-05-24",5
"2022-05-25",6
"2022-05-26",7
"2022-05-27",7
"2022-05-28",4
"2022-05-29",4
"2022-05-30",8
"2022-05-31",7
"2022-06-01",5
"2022-06-02",6
"2022-06-03",5
"2022-06-04",5
"2022-06-05",5
"2022-06-06",6
"2022-06-07",7
"2022-06-08",6
"2022-06-09",6
"2022-06-10",5
"2022-06-11",5
"2022-06-12",6
"2022-06-13",7
"2022-06-14",9
"2022-06-15",8
"2022-06-16",5
"2022-06-17",5
"2022-06-18",4
"2022-06-19",4
"2022-06-20",6
"2022-06-21",6
"2022-06-22",7
"2022-06-23",7
"2022-06-24",5
"2022-06-25",4
"2022-06-26",4
"2022-06-27",7
"2022-06-28",7
"2022-06-29",6
"2022-06-30",5
"2022-07-01",5
"2022-07-02",3
"2022-07-03",4
"2022-07-04",6
"2022-07-05",5
"2022-07-06",4
"2022-07-07",5
"2022-07-08",2
"2022-07-09",0
